ncessch,lcity,website,is_school_wide_title1,lzip,title1_school_status,is_title1_eligible,total_students,level,fl_eligible,nslp_direct_certification,rl_eligible,frl_eligible,national_school_lunch_program,sch_name,phone,st,county,gslo,gshi,g_pk_offered,g_kg_offered,g_1_offered,g_2_offered,g_3_offered,g_4_offered,g_5_offered,g_6_offered,g_7_offered,g_8_offered,g_9_offered,g_10_offered,g_11_offered,g_12_offered,g_13_offered,g_ug_offered,g_ae_offered,nogrades,sch_type,sy_status,updated_status,effective_date,lea_name,mcity,mzip,mstate
120087004089,VALRICO,,1-Yes,33596,4-Title I schoolwide eligible school-No program,1-Yes,1269,Middle,503,449,77,580,Yes participating without using any Provision or the CEO,MULRENNAN MIDDLE SCHOOL,8136512100,FL,Hillsborough County,6th Grade,8th Grade,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Regular school,1-Open,1-Open,09/07/2021,HILLSBOROUGH,VALRICO,33596,FL
170142506409,Lisle,,,60532,,,0,Not Applicable,,,,,No,Multi Needs Program,6307784524,IL,DuPage County,,,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-Special education school,1-Open,1-Open,02/18/2022,School Assn For Special Educ,Lisle,60532,IL
420004000399,Philadelphia,http://www.macs.k12.pa.us,1-Yes,19140,5-Title I schoolwide school,1-Yes,261,High,258,,0,258,,Multicultural Academy CS,2152270513,PA,Philadelphia County,9th Grade,12th Grade,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,1-Yes,2-No,2-No,2-No,2-No,1-Regular school,1-Open,1-Open,04/05/2022,Multicultural Academy CS,Philadelphia,19140,PA
170993005794,Chicago,http://www.cps.edu,1-Yes,60623,5-Title I schoolwide school,1-Yes,235,High,,,,230,No,Multicultural Arts High School,7735354242,IL,Cook County,9th Grade,12th Grade,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,1-Yes,2-No,2-No,2-No,2-No,1-Regular school,1-Open,1-Open,02/18/2022,City of Chicago SD 299,Chicago,60623,IL
360012005931,BROOKLYN,http://www.mhsbk.org,1-Yes,11208,5-Title I schoolwide school,1-Yes,341,High,287,,5,292,Yes under Community Eligibility Option (CEO),MULTICULTURAL HIGH SCHOOL,7188272796,NY,Kings County,9th Grade,12th Grade,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,1-Yes,2-No,2-No,2-No,2-No,1-Regular school,1-Open,1-Open,01/25/2022,NEW YORK CITY GEOGRAPHIC DISTRICT #19,BROOKLYN,11208,NY
340145006020,Paramus,http://www.bergen.org,,07652,6-Not a Title I school,2-No,53,Other,13,,1,14,Yes participating without using any Provision or the CEO,Multiply Handicapped,2013436000,NJ,Bergen County,Prekindergarten,12th Grade,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,2-No,1-Yes,2-No,2-No,2-Special education school,1-Open,1-Open,01/27/2022,Bergen County Special Services School District,Paramus,07652,NJ
418018001917,Portland,http://www.multnomahesd.org,,97220,6-Not a Title I school,2-No,6,High,,,,,No,Multnomah Inverness School,5032571645,OR,Multnomah County,12th Grade,12th Grade,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Yes,2-No,2-No,2-No,2-No,1-Regular school,3-New,3-New,02/02/2022,Multnomah ESD,Portland,97204,OR
200984000374,Mulvane,http://www.usd263.com,2-No,67110,1-Title I targeted assistance eligible school-No program,1-Yes,553,High,115,,49,164,Yes participating without using any Provision or the CEO,Mulvane High,3167771183,KS,Sedgwick County,9th Grade,12th Grade,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,1-Yes,2-No,2-No,2-No,2-No,1-Regular school,1-Open,1-Open,02/08/2022,Mulvane,Mulvane,67110,KS
200984001315,Mulvane,http://www.usd263.com,1-Yes,67110,4-Title I schoolwide eligible school-No program,1-Yes,413,Middle,84,,39,123,Yes participating without using any Provision or the CEO,Mulvane Middle School,3167772022,KS,Sedgwick County,6th Grade,8th Grade,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Regular school,1-Open,1-Open,02/08/2022,Mulvane,Mulvane,67110,KS
483195008899,MUMFORD,http://www.mumford.k12.tx.us,1-Yes,77807,4-Title I schoolwide eligible school-No program,1-Yes,240,High,103,,29,132,Yes participating without using any Provision or the CEO,MUMFORD H S,9792793678,TX,Robertson County,7th Grade,12th Grade,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,2-No,2-No,2-No,2-No,1-Regular school,1-Open,1-Open,03/07/2022,MUMFORD ISD,MUMFORD,77807,TX
260110304793,DETROIT,http://eaaofmichigan.org,1-Yes,48221,5-Title I schoolwide school,1-Yes,941,High,785,,10,795,Yes under Community Eligibility Option (CEO),Mumford High School,3134167064,MI,Wayne County,9th Grade,12th Grade,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,1-Yes,2-No,2-No,2-No,2-No,1-Regular school,1-Open,1-Open,01/10/2022,Detroit Public Schools Community District,DETROIT,48221,MI
180732001241,Muncie,,,47303,6-Not a Title I school,2-No,0,Other,,,,,No,Muncie Area Career Center,7657475250,IN,Delaware County,Prekindergarten,12th Grade,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,2-No,2-No,2-No,2-No,3-Career and Technical School,1-Open,1-Open,01/25/2022,Muncie Community Schools,Muncie,47303,IN
180732001242,Muncie,,1-Yes,47305,5-Title I schoolwide school,1-Yes,1437,High,853,845,67,920,Yes participating without using any Provision or the CEO,Muncie Central High School,7657475260,IN,Delaware County,9th Grade,12th Grade,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,1-Yes,2-No,2-No,2-No,2-No,1-Regular school,1-Open,1-Open,01/25/2022,Muncie Community Schools,Muncie,47305,IN
421623003048,Muncy,,2-No,17756,1-Title I targeted assistance eligible school-No program,1-Yes,502,High,153,,9,162,,Muncy JSHS,5705463127,PA,Lycoming County,7th Grade,12th Grade,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,2-No,2-No,2-No,2-No,1-Regular school,1-Open,1-Open,04/05/2022,Muncy SD,Muncy,17756,PA
480007113669,AUSTIN,http://www.utcharter.org,1-Yes,78723,4-Title I schoolwide eligible school-No program,1-Yes,7,High,,,,,No,MUNDAY,5129978872,TX,Travis County,10th Grade,12th Grade,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,2-No,2-No,2-No,2-No,4-Alternative Education School,1-Open,1-Open,03/07/2022,UNIVERSITY OF TEXAS UNIVERSITY CHARTER SCHOOL,AUSTIN,78723,TX
483197003553,MUNDAY,http://www.mundaycisd.net,1-Yes,76371,5-Title I schoolwide school,1-Yes,170,High,100,,1,101,Yes under Community Eligibility Option (CEO),MUNDAY SECONDARY,9404224321,TX,Knox County,6th Grade,12th Grade,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,2-No,2-No,2-No,2-No,1-Regular school,1-Open,1-Open,03/07/2022,MUNDAY CISD,MUNDAY,76371,TX
172757002919,Mundelein,http://www.d120.org,2-No,60060,2-Title I targeted assistance school,1-Yes,2209,High,,,,529,No,Mundelein Cons High School,8479492200,IL,Lake County,9th Grade,12th Grade,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,1-Yes,2-No,2-No,2-No,2-No,1-Regular school,1-Open,1-Open,02/18/2022,Mundelein Cons HSD 120,Mundelein,60060,IL
130123002523,Jonesboro,,1-Yes,30238,5-Title I schoolwide school,1-Yes,1684,High,,557,,,Yes under Community Eligibility Option (CEO),Mundy's Mill High School,6788173000,GA,Clayton County,9th Grade,12th Grade,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,1-Yes,2-No,2-No,2-No,2-No,1-Regular school,1-Open,1-Open,03/02/2022,Clayton County,Jonesboro,30238,GA
130123000463,Jonesboro,,1-Yes,30238,5-Title I schoolwide school,1-Yes,732,Middle,,247,,,Yes under Community Eligibility Option (CEO),Mundys Mill Middle School,7704732880,GA,Clayton County,6th Grade,8th Grade,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Regular school,1-Open,1-Open,03/02/2022,Clayton County,Jonesboro,30238,GA
470408001700,Munford,http://www.tipton-county.com/mhs,1-Yes,38058,4-Title I schoolwide eligible school-No program,1-Yes,1167,High,,224,,,Yes participating without using any Provision or the CEO,Munford High School,9018375701,TN,Tipton County,9th Grade,12th Grade,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,1-Yes,2-No,2-No,2-No,2-No,1-Regular school,1-Open,1-Open,04/07/2022,Tipton County,Munford,38058,TN
10318001220,Munford,http://mhs.tcboe.org,1-Yes,36268,3-Title I schoolwide eligible-Title I targeted assistance program,1-Yes,430,High,218,125,50,268,Yes participating without using any Provision or the CEO,Munford High School,2563155220,AL,Talladega County,9th Grade,12th Grade,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,1-Yes,2-No,2-No,2-No,2-No,1-Regular school,1-Open,1-Open,04/21/2022,Talladega County,Munford,36268,AL
10318002086,Munford,http://mms.tcboe.org,1-Yes,36268,3-Title I schoolwide eligible-Title I targeted assistance program,1-Yes,302,Middle,160,77,39,199,Yes participating without using any Provision or the CEO,Munford Middle School,2563155235,AL,Talladega County,6th Grade,8th Grade,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Regular school,1-Open,1-Open,04/21/2022,Talladega County,Munford,36268,AL
470408000046,Munford,http://www.tipton-county.com/mms,1-Yes,38058,5-Title I schoolwide school,1-Yes,927,Middle,,179,,,Yes participating without using any Provision or the CEO,Munford Middle School,9018371700,TN,Tipton County,6th Grade,8th Grade,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Regular school,1-Open,1-Open,04/07/2022,Tipton County,Munford,38058,TN
381344000467,Munich,http://www.munich.K12.nd.us,,58352,6-Not a Title I school,2-No,19,High,0,3,3,3,Yes participating without using any Provision or the CEO,MUNICH HIGH SCHOOL,7016825321,ND,Cavalier County,9th Grade,12th Grade,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,1-Yes,2-No,2-No,2-No,2-No,1-Regular school,1-Open,1-Open,01/06/2022,MUNICH 19,Munich,58352,ND
262481006140,MUNISING,http://www.munisingschools.com,1-Yes,49862,4-Title I schoolwide eligible school-No program,1-Yes,334,High,146,,5,151,Yes participating without using any Provision or the CEO,Munising High and Middle School,9063872103,MI,Alger County,6th Grade,12th Grade,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,2-No,2-No,2-No,2-No,1-Regular school,1-Open,1-Open,01/10/2022,Munising Public Schools,MUNISING,49862,MI
180735001257,Munster,,2-No,46321,1-Title I targeted assistance eligible school-No program,1-Yes,1580,High,233,189,71,304,Yes participating without using any Provision or the CEO,Munster High School,2198363200,IN,Lake County,9th Grade,12th Grade,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,1-Yes,2-No,2-No,2-No,2-No,1-Regular school,1-Open,1-Open,01/25/2022,School Town of Munster,Munster,46321,IN
480894000336,AUSTIN,,,78731,6-Not a Title I school,2-No,1240,Middle,277,,16,293,Yes participating without using any Provision or the CEO,MURCHISON MIDDLE,5124143254,TX,Travis County,6th Grade,8th Grade,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Regular school,1-Open,1-Open,03/07/2022,AUSTIN ISD,AUSTIN,78731,TX
251308002843,Winchendon,http://www.winchendonk12.org,1-Yes,01475,5-Title I schoolwide school,1-Yes,26,High,,23,,,Yes participating without using any Provision or the CEO,Murdock Academy for Success,9782971256,MA,Worcester County,9th Grade,12th Grade,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,1-Yes,2-No,2-No,2-No,2-No,4-Alternative Education School,1-Open,1-Open,02/03/2022,Winchendon,Winchendon,01475,MA
251308002786,Winchendon,,1-Yes,01475,5-Title I schoolwide school,1-Yes,265,High,,150,,,Yes participating without using any Provision or the CEO,Murdock High School,9782971256,MA,Worcester County,9th Grade,12th Grade,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,1-Yes,2-No,2-No,2-No,2-No,1-Regular school,1-Open,1-Open,02/03/2022,Winchendon,Winchendon,01475,MA
120024002668,PORT CHARLOTTE,http://yourcharlotteschools.net/MMS,1-Yes,33948,5-Title I schoolwide school,1-Yes,651,Middle,349,349,20,369,Yes under Community Eligibility Option (CEO),MURDOCK MIDDLE SCHOOL,9412557525,FL,Charlotte County,6th Grade,8th Grade,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Regular school,1-Open,1-Open,08/24/2018,CHARLOTTE,PORT CHARLOTTE,33948,FL
251308002796,Winchendon,http://www.winchendonk12.org,1-Yes,01475,5-Title I schoolwide school,1-Yes,255,Middle,,151,,,Yes participating without using any Provision or the CEO,Murdock Middle School,9782971256,MA,Worcester County,6th Grade,8th Grade,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Regular school,1-Open,1-Open,02/03/2022,Winchendon,Winchendon,01475,MA
51032000755,MURFREESBORO,http://www.rattlers.org,1-Yes,71958,4-Title I schoolwide eligible school-No program,1-Yes,318,High,182,91,30,212,Yes participating without using any Provision or the CEO,MURFREESBORO HIGH SCHOOL,8702852184,AR,Pike County,7th Grade,12th Grade,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,2-No,1-Yes,2-No,2-No,1-Regular school,1-Open,1-Open,02/23/2022,SOUTH PIKE COUNTY SCHOOL DISTRICT,MURFREESBORO,71958,AR
290100003239,COLUMBIA,http://www.cpsk12.org/bhs,1-Yes,65202,4-Title I schoolwide eligible school-No program,1-Yes,1592,High,630,371,115,745,No,MURIEL W. BATTLE HIGH SCHOOL,5732143300,MO,Boone County,9th Grade,12th Grade,1-Yes,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,1-Yes,2-No,2-No,2-No,2-No,1-Regular school,1-Open,1-Open,02/25/2022,COLUMBIA 93,COLUMBIA,65202,MO
130438001579,Augusta,,1-Yes,30901,5-Title I schoolwide school,1-Yes,679,Middle,,479,,,Yes under Community Eligibility Option (CEO),Murphey Middle School,7067377360,GA,Richmond County,6th Grade,8th Grade,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Regular school,1-Open,1-Open,03/02/2022,Richmond County,Augusta,30901,GA
370078000323,Murphy,http://www.cherokee.k12.nc.us/mhs/,1-Yes,28906,4-Title I schoolwide eligible school-No program,1-Yes,442,High,113,,2,115,Yes participating without using any Provision or the CEO,Murphy High,8288372426,NC,Cherokee County,9th Grade,12th Grade,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,1-Yes,2-No,2-No,2-No,2-No,1-Regular school,1-Open,1-Open,12/08/2021,Cherokee County Schools,Murphy,28906,NC
10237000942,Mobile,http://murphy.mcs.schoolinsites.com,1-Yes,36606,3-Title I schoolwide eligible-Title I targeted assistance program,1-Yes,1300,High,800,578,60,860,Yes under Community Eligibility Option (CEO),Murphy High School,2512213184,AL,Mobile County,9th Grade,12th Grade,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,1-Yes,2-No,2-No,2-No,2-No,1-Regular school,1-Open,1-Open,04/21/2022,Mobile County,Mobile,36606,AL
173027006236,Plainfield,http://www.oswego308.org,,60585,6-Not a Title I school,2-No,770,Middle,,,,124,No,Murphy Junior High School,6306363489,IL,Kendall County,6th Grade,8th Grade,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Regular school,1-Open,1-Open,02/18/2022,CUSD 308,Plainfield,60585,IL
483510009639,MURPHY,http://www.pisd.edu,,75094,6-Not a Title I school,2-No,1052,Middle,173,,9,182,Yes participating without using any Provision or the CEO,MURPHY MIDDLE,4697527000,TX,Collin County,6th Grade,8th Grade,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Regular school,1-Open,1-Open,03/07/2022,PLANO ISD,MURPHY,75094,TX
370078001056,Murphy,http://www.cherokee.k12.nc.us/mms/,1-Yes,28906,4-Title I schoolwide eligible school-No program,1-Yes,306,Middle,91,,2,93,Yes participating without using any Provision or the CEO,Murphy Middle,8288370160,NC,Cherokee County,6th Grade,8th Grade,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Regular school,1-Open,1-Open,12/08/2021,Cherokee County Schools,Murphy,28906,NC
172761002925,Murphysboro,http://www.mhs.org,1-Yes,62966,5-Title I schoolwide school,1-Yes,580,High,,,,550,No,Murphysboro High School,6186872336,IL,Jackson County,9th Grade,12th Grade,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,1-Yes,2-No,2-No,2-No,2-No,1-Regular school,1-Open,1-Open,02/18/2022,Murphysboro CUSD 186,Murphysboro,62966,IL
172761002926,Murphysboro,http://mms.mboro.jacksn.k12.il.us,1-Yes,62966,5-Title I schoolwide school,1-Yes,433,Middle,,,,406,No,Murphysboro Middle School,6186843041,IL,Jackson County,6th Grade,8th Grade,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Regular school,1-Open,1-Open,02/18/2022,Murphysboro CUSD 186,Murphysboro,62966,IL
280219000403,JACKSON,http://murrah.jpsms.org,1-Yes,39202,5-Title I schoolwide school,1-Yes,1362,High,1362,690,0,1362,Yes under Community Eligibility Option (CEO),MURRAH HIGH SCHOOL,6019605380,MS,Hinds County,9th Grade,12th Grade,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,1-Yes,2-No,1-Yes,2-No,2-No,1-Regular school,1-Open,1-Open,01/25/2022,JACKSON PUBLIC SCHOOL DISTRICT,JACKSON,39202,MS
490060000988,MURRAY,,,84107,6-Not a Title I school,2-No,,High,,,,,No,Murray Adult Transition,8019574693,UT,Salt Lake County,9th Grade,12th Grade,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,1-Yes,2-No,2-No,2-No,2-No,2-Special education school,1-Open,1-Open,02/08/2022,Murray District,MURRAY,84107,UT
421419007282,Huntingdon Valley,http://www.lmtsd.org,2-No,19006,1-Title I targeted assistance eligible school-No program,1-Yes,586,Middle,74,,3,77,,Murray Avenue Sch,2159380230,PA,Montgomery County,6th Grade,8th Grade,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Regular school,1-Open,1-Open,04/05/2022,Lower Moreland Township SD,Huntingdon Valley,19006,PA
270008605454,SLAYTON,,,56172,6-Not a Title I school,2-No,0,High,,,,,No,Murray County Central Credit Recov,5078366184,MN,Murray County,9th Grade,12th Grade,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,1-Yes,2-No,2-No,2-No,2-No,4-Alternative Education School,4-Added,4-Added,02/23/2022,Region 6 and 8-SW/WC Service Coop,SLAYTON,56172,MN
270009001449,SLAYTON,http://www.mcc.mntm.org,2-No,56172,1-Title I targeted assistance eligible school-No program,1-Yes,323,High,54,,28,82,No,MURRAY COUNTY CENTRAL SECONDARY,5078366184,MN,Murray County,7th Grade,12th Grade,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,2-No,2-No,2-No,2-No,1-Regular school,1-Open,1-Open,02/23/2022,MURRAY COUNTY CENTRAL SCHOOL DIST.,SLAYTON,56172,MN
130384001381,Chatsworth,,1-Yes,30705,5-Title I schoolwide school,1-Yes,1059,High,,256,,,Yes participating without using any Provision or the CEO,Murray County High School,7066951414,GA,Murray County,9th Grade,12th Grade,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,1-Yes,2-No,2-No,2-No,2-No,1-Regular school,1-Open,1-Open,03/02/2022,Murray County,Chatsworth,30705,GA
490060000374,MURRAY,http://schools.murrayschools.org/schools/mhs/,,84107,6-Not a Title I school,2-No,1417,High,239,,52,291,Yes participating without using any Provision or the CEO,Murray High,8012647460,UT,Salt Lake County,10th Grade,12th Grade,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,2-No,2-No,2-No,2-No,1-Regular school,1-Open,1-Open,02/08/2022,Murray District,MURRAY,84107,UT
210438001086,Murray,,1-Yes,42071,4-Title I schoolwide eligible school-No program,1-Yes,472,High,180,169,17,197,,Murray High School,2707535202,KY,Calloway County,9th Grade,12th Grade,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,1-Yes,2-No,1-Yes,2-No,2-No,1-Regular school,1-Open,1-Open,07/01/2021,Murray Independent,Murray,42071,KY
360007706207,NEW YORK,http://www.mhacademy.net,1-Yes,10016,5-Title I schoolwide school,1-Yes,247,High,198,,8,206,Yes under Community Eligibility Option (CEO),MURRAY HILL ACADEMY,2126960195,NY,New York County,9th Grade,12th Grade,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,1-Yes,2-No,2-No,2-No,2-No,1-Regular school,1-Open,1-Open,01/25/2022,NEW YORK CITY GEOGRAPHIC DISTRICT # 2,NEW YORK,10016,NY
240042000860,Laurel,http://mhms.hcpss.org,1-Yes,20723,4-Title I schoolwide eligible school-No program,1-Yes,634,Middle,155,102,46,201,Yes participating without using any Provision or the CEO,Murray Hill Middle,4108805897,MD,Howard County,6th Grade,8th Grade,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Regular school,1-Open,1-Open,01/31/2022,Howard County Public Schools,Laurel,20723,MD
192010001181,Murray,http://www.murraycsd.org/,1-Yes,50174,4-Title I schoolwide eligible school-No program,1-Yes,150,High,33,,6,39,Yes participating without using any Provision or the CEO,Murray Jr/Sr High,6414472517,IA,Clarke County,6th Grade,12th Grade,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,2-No,2-No,2-No,2-No,1-Regular school,1-Open,1-Open,12/14/2021,Murray Comm School District,Murray,50174,IA
63680006238,Ridgecrest,,,93555,,,703,Middle,307,263,51,358,,Murray Middle,7604991820,CA,Kern County,6th Grade,8th Grade,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Regular school,1-Open,1-Open,01/10/2022,Sierra Sands Unified,Ridgecrest,93555,CA
273384001969,SAINT PAUL,http://www.spps.org,1-Yes,55108,5-Title I schoolwide school,1-Yes,592,Middle,302,,25,327,No,MURRAY MIDDLE SCHOOL,6512938740,MN,Ramsey County,6th Grade,8th Grade,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Regular school,1-Open,1-Open,02/23/2022,ST. PAUL PUBLIC SCHOOL DISTRICT,SAINT PAUL,55108,MN
210438001085,Murray,,1-Yes,42071,5-Title I schoolwide school,1-Yes,662,Middle,267,255,16,283,,Murray Middle School,2707535125,KY,Calloway County,4th Grade,8th Grade,2-No,2-No,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Regular school,1-Open,1-Open,07/01/2021,Murray Independent,Murray,42071,KY
120129001286,STUART,http://mms.sbmc.org,1-Yes,34997,5-Title I schoolwide school,1-Yes,545,Middle,272,265,17,289,Yes participating without using any Provision or the CEO,MURRAY MIDDLE SCHOOL,7722191670,FL,Martin County,6th Grade,8th Grade,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Regular school,1-Open,1-Open,09/29/2015,MARTIN,STUART,34997,FL
210028902134,Murray,,,42071,6-Not a Title I school,2-No,0,High,,,,,,Murray/Calloway County Area Tech Center,2707531870,KY,Calloway County,8th Grade,12th Grade,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,2-No,1-Yes,1-Yes,2-No,3-Career and Technical School,1-Open,1-Open,07/01/2021,Kentucky Tech System,Murray,42071,KY
60002911241,Murrieta,http://www.murrieta.k12.ca.us/mca,,92563,,,632,Other,213,178,18,231,,Murrieta Canyon Academy,9516961661,CA,Riverside County,Kindergarten,12th Grade,2-No,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,2-No,2-No,2-No,2-No,4-Alternative Education School,1-Open,1-Open,01/10/2022,Murrieta Valley Unified,Murrieta,92563,CA
