st,sch_name,ncessch,lea_name,leaid,lcity,lzip,mcity,mzip,national_school_lunch_program,total_students,nslp_direct_certification,frl_eligible,gslo,gshi
MD,Aberdeen Middle,240039000678,Harford County Public Schools,2400390,Aberdeen,21001,Aberdeen,21001,Yes under Community Eligibility Option (CEO),1058,505,658,6th Grade,8th Grade
ID,ABERDEEN MIDDLE SCHOOL,160003000829,ABERDEEN DISTRICT,1600030,ABERDEEN,83210,ABERDEEN,83210,Yes under Provision 2,144,44,80,6th Grade,8th Grade
FL,ABESS PARK ELEMENTARY SCHOOL,120048003173,DUVAL,1200480,JACKSONVILLE,32225,JACKSONVILLE,32225,Yes under Community Eligibility Option (CEO),524,266,266,Prekindergarten,5th Grade
AZ,Abia Judd Elementary School,040673001433,Prescott Unified District (4466),0406730,PRESCOTT,86305,PRESCOTT,86305,Yes participating without using any Provision or the CEO,490,126,,Kindergarten,5th Grade
KS,Abilene Elem,201251000367,Valley Center Pub Sch,2012510,Valley Center,67147,Valley Center,67147,Yes participating without using any Provision or the CEO,252,,138,Prekindergarten,3rd Grade
KS,Abilene High School,200318001063,Abilene,2003180,Abilene,67410,Abilene,67410,Yes participating without using any Provision or the CEO,449,,191,9th Grade,12th Grade
KS,Abilene Middle School,200318001062,Abilene,2003180,Abilene,67410,Abilene,67410,Yes participating without using any Provision or the CEO,331,,183,6th Grade,8th Grade
KS,Abilene Virtual School,200318002154,Abilene,2003180,Abilene,67410,Abilene,67410,No,17,,3,7th Grade,12th Grade
MD,Abingdon Elementary,240039000162,Harford County Public Schools,2400390,Abingdon,21009,Abingdon,21009,Yes participating without using any Provision or the CEO,674,225,307,Prekindergarten,5th Grade
IL,Abingdon-Avon High Sch,170141306274,Abingdon-Avon CUSD 276,1701413,Abingdon,61410,Abingdon,61410,Yes under Community Eligibility Option (CEO),277,,132,9th Grade,12th Grade
IL,Abingdon-Avon Middle Sch,170141306247,Abingdon-Avon CUSD 276,1701413,Avon,61415,Avon,61415,Yes under Community Eligibility Option (CEO),193,,109,6th Grade,8th Grade
MA,Abington Early Education Program,250165002727,Abington,2501650,Abington,2351,Abington,2351,Yes participating without using any Provision or the CEO,78,21,,Prekindergarten,Prekindergarten
MA,Abington High,250165000001,Abington,2501650,Abington,2351,Abington,2351,Yes under Community Eligibility Option (CEO),561,198,,9th Grade,12th Grade
MA,Abington Middle School,250165000002,Abington,2501650,Abington,2351,Abington,2351,Yes under Community Eligibility Option (CEO),636,194,,5th Grade,8th Grade
LA,Abita Springs Elementary School,220165001263,St. Tammany Parish,2201650,Abita Springs,70420,Abita Springs,70420,Yes under Community Eligibility Option (CEO),653,,368,Prekindergarten,3rd Grade
LA,Abita Springs Middle School,220165001565,St. Tammany Parish,2201650,Abita Springs,70420,Abita Springs,70420,Yes under Community Eligibility Option (CEO),438,,209,4th Grade,6th Grade
CA,ABLE Charter,060162813064,ABLE Charter District,0601628,Stockton,95207,Stockton,95207,,1191,614,894,Kindergarten,12th Grade
IL,ABLE Program,174396506889,Exc Children Have Opportunities,1743965,South Holland,60473,South Holland,60473,Yes under Community Eligibility Option (CEO),,,,,
MA,Abner Gibbs,251263002061,Westfield,2512630,Westfield,1085,Westfield,1085,Yes under Community Eligibility Option (CEO),185,136,,Kindergarten,4th Grade
LA,Abney Elementary Early Childhood Center,220165002317,St. Tammany Parish,2201650,Slidell,70458,Slidell,70458,Yes under Community Eligibility Option (CEO),319,,229,Prekindergarten,Kindergarten
IN,Aboite Elementary School,180003000001,MSD Southwest Allen County Schls,1800030,Fort Wayne,46814,Fort Wayne,46814,Yes participating without using any Provision or the CEO,475,123,98,Prekindergarten,5th Grade
MA,Aborn,250711001061,Lynn,2507110,Lynn,1902,Lynn,1902,Yes under Community Eligibility Option (CEO),228,123,,Kindergarten,5th Grade
MA,Abraham Lincoln,251005001618,Revere,2510050,Revere,2151,Revere,2151,Yes under Community Eligibility Option (CEO),604,389,,Prekindergarten,5th Grade
MA,Abraham Lincoln,250843001318,New Bedford,2508430,New Bedford,2745,New Bedford,2745,Yes under Community Eligibility Option (CEO),672,579,,Kindergarten,5th Grade
CA,Abraham Lincoln,062985004650,Paramount Unified,0629850,Paramount,90723,Paramount,90723,Yes under Community Eligibility Option (CEO),509,247,473,Kindergarten,5th Grade
MA,Abraham Lincoln,250702001023,Lowell,2507020,Lowell,1851,Lowell,1851,Yes under Community Eligibility Option (CEO),489,386,,Prekindergarten,4th Grade
CA,Abraham Lincoln Alternative,063762002045,Southern Kern Unified,0637620,Rosamond,93560,Rosamond,93560,,95,53,73,Kindergarten,12th Grade
CA,Abraham Lincoln Continuation,063315005148,Riverside Unified,0633150,Riverside,92507,Riverside,92507,Yes under Community Eligibility Option (CEO),171,101,108,9th Grade,12th Grade
IL,Abraham Lincoln Elem School,170561000231,Belleville SD 118,1705610,Belleville,62226,Belleville,62226,Yes under Community Eligibility Option (CEO),520,,403,Kindergarten,6th Grade
IL,Abraham Lincoln Elem School,171680001981,Glen Ellyn SD 41,1716800,Glen Ellyn,60137,Glen Ellyn,60137,No,548,,,Kindergarten,5th Grade
IL,Abraham Lincoln Elem School,172925003060,Oak Park ESD 97,1729250,Oak Park,60304,Oak Park,60304,Yes participating without using any Provision or the CEO,576,,96,Kindergarten,5th Grade
CA,Abraham Lincoln Elementary,060939000951,Colton Joint Unified,0609390,Colton,92324,Colton,92324,Yes under Community Eligibility Option (CEO),613,374,551,Kindergarten,6th Grade
CA,Abraham Lincoln Elementary,061029001139,Cupertino Union,0610290,Cupertino,95014,Cupertino,95014,Yes participating without using any Provision or the CEO,663,34,94,Kindergarten,5th Grade
CA,Abraham Lincoln Elementary,061111001230,Desert Sands Unified,0611110,Palm Desert,92260,Palm Desert,92260,Yes under Community Eligibility Option (CEO),593,316,497,Kindergarten,5th Grade
CA,Abraham Lincoln Elementary,063531005993,Santa Ana Unified,0635310,Santa Ana,92704,Santa Ana,92704,Yes under Community Eligibility Option (CEO),505,309,389,Kindergarten,5th Grade
CA,Abraham Lincoln Elementary,063384005218,Sacramento City Unified,0633840,Sacramento,95827,Sacramento,95827,Yes under Community Eligibility Option (CEO),511,323,442,Kindergarten,6th Grade
CA,Abraham Lincoln Elementary,062724000755,Newport-Mesa Unified,0627240,Corona Del Mar,92625,Costa Mesa,92626,Yes participating without using any Provision or the CEO,294,57,91,Kindergarten,6th Grade
CA,Abraham Lincoln Elementary,061524001937,Glendale Unified,0615240,La Crescenta,91214,La Crescenta,91214,Yes participating without using any Provision or the CEO,508,78,125,Kindergarten,6th Grade
CA,Abraham Lincoln Elementary,063581006125,Santa Rosa Elementary,0635810,Santa Rosa,95401,Santa Rosa,95401,Yes under Community Eligibility Option (CEO),281,132,186,Kindergarten,6th Grade
IN,Abraham Lincoln Elementary School,180288000362,School City of East Chicago,1802880,East Chicago,46312,East Chicago,46312,Yes under Community Eligibility Option (CEO),287,278,209,Kindergarten,6th Grade
KY,Abraham Lincoln Elementary School,210318002044,LaRue County,2103180,Hodgenville,42748,Hodgenville,42748,Yes under Community Eligibility Option (CEO),470,246,276,Kindergarten,5th Grade
IN,Abraham Lincoln Elementary School,180882001455,Perry Township Schools,1808820,Indianapolis,46217,Indianapolis,46217,Yes under Community Eligibility Option (CEO),630,598,502,Prekindergarten,5th Grade
IN,Abraham Lincoln Elementary School,180432000730,School City of Hammond,1804320,Hammond,46327,Hammond,46327,Yes under Community Eligibility Option (CEO),550,401,351,Prekindergarten,6th Grade
CA,Abraham Lincoln High,063459005696,San Jose Unified,0634590,San Jose,95126,Testville,98798,Yes participating without using any Provision or the CEO,1596,438,892,9th Grade,12th Grade
CO,Abraham Lincoln High School,080336000305,School District No. 1 in the county of Denver and State of C,0803360,DENVER,80219,DENVER,80219,Yes under Community Eligibility Option (CEO),992,,883,9th Grade,12th Grade
IA,Abraham Lincoln High School,190822000409,Council Bluffs Comm School District,1908220,Council Bluffs,51503,Council Bluffs,51503,Yes under Community Eligibility Option (CEO),1358,,664,9th Grade,12th Grade
CA,Abraham Lincoln Jr. High,060363007992,Bakersfield City,0603630,Bakersfield,93305,Bakersfield,93305,Yes under Community Eligibility Option (CEO),498,363,476,7th Grade,8th Grade
CA,Abraham Lincoln Middle,063627001989,Selma Unified,0636270,Selma,93662,Selma,93662,Yes under Community Eligibility Option (CEO),922,596,838,7th Grade,8th Grade
IL,Abraham Lincoln Middle School,173451003558,Rockford SD 205,1734510,Rockford,61104,Rockford,61104,Yes under Community Eligibility Option (CEO),705,,590,6th Grade,8th Grade
FL,ABRAHAM LINCOLN MIDDLE SCHOOL,120003000010,ALACHUA,1200030,GAINESVILLE,32641,GAINESVILLE,32641,Yes under Community Eligibility Option (CEO),697,341,351,6th Grade,8th Grade
ME,Abraham Lincoln School,230282000046,Bangor Public Schools,2302820,Bangor,4401,Bangor,4401,Yes under Community Eligibility Option (CEO),176,51,86,Prekindergarten,3rd Grade
CA,Abraham Lincoln Senior High,062271003139,Los Angeles Unified,0622710,Los Angeles,90031,Los Angeles,90031,Yes under Community Eligibility Option (CEO),942,548,806,9th Grade,12th Grade
AZ,Abraham Lincoln Traditional School,040906000652,Washington Elementary School District (4260),0409060,PHOENIX,85051,PHOENIX,85051,Yes under Community Eligibility Option (CEO),537,185,,Prekindergarten,8th Grade
CA,Abram Agnew Elementary,063543014546,Santa Clara Unified,0635430,San Jose,95134,San Jose,95134,Yes participating without using any Provision or the CEO,401,78,104,Kindergarten,5th Grade
AL,Abrams Elementary School,010033001479,Bessemer City,0100330,Bessemer,35020,Bessemer,35020,Yes under Community Eligibility Option (CEO),217,174,173,Prekindergarten,5th Grade
CO,Abrams Elementary School,080408000560,Fountain School District No. 8 in the county of El Paso an,0804080,FORT CARSON,80902,FORT CARSON,80902,Yes participating without using any Provision or the CEO,403,,228,Kindergarten,5th Grade
LA,Abramson Sci Academy,220023702068,Sci Academy,2200237,New Orleans,70127,New Orleans,70127,Yes under Community Eligibility Option (CEO),665,,585,9th Grade,12th Grade
CA,Abraxas Continuation High,063153004883,Poway Unified,0631530,Poway,92064,Poway,92064,Yes participating without using any Provision or the CEO,243,63,90,9th Grade,12th Grade
CA,Acacia Elementary,061473001790,Fullerton Elementary,0614730,Fullerton,92831,Fullerton,92831,Yes participating without using any Provision or the CEO,668,109,174,Kindergarten,6th Grade
AZ,Acacia Elementary School,040885001510,Vail Unified District (4413),0408850,VAIL,85641,VAIL,85641,Yes participating without using any Provision or the CEO,734,153,,Kindergarten,5th Grade
AZ,Acacia Elementary School,040906000915,Washington Elementary School District (4260),0409060,PHOENIX,85053,PHOENIX,85053,Yes under Community Eligibility Option (CEO),825,455,,Kindergarten,6th Grade
CA,Acacia Magnet School for Enriched Learning,060964001004,Conejo Valley Unified,0609640,Thousand Oaks,91360,Thousand Oaks,91360,Yes participating without using any Provision or the CEO,369,90,145,Kindergarten,5th Grade
CA,Acacia Middle,061692002148,Hemet Unified,0616920,Hemet,92543,Hemet,92543,Yes under Community Eligibility Option (CEO),962,636,899,6th Grade,8th Grade
IL,Acad for Lifelong Learning,170002906337,Speed SEJA #802,1700029,Chicago Heights,60411,Chicago Heights,60411,Yes under Community Eligibility Option (CEO),,,,,
CO,Academia Ana Marie Sandoval,080336001750,School District No. 1 in the county of Denver and State of C,0803360,DENVER,80211,DENVER,80211,Yes participating without using any Provision or the CEO,385,,139,Prekindergarten,6th Grade
DE,Academia Antonia Alonso,100005300359,Academia Antonia Alonso,1000053,Newark,19702,Newark,19702,Yes under Community Eligibility Option (CEO),805,310,,Kindergarten,7th Grade
CA,Academia Avance Charter,060229110895,Academia Avance Charter District,0602291,Highland Park,90042,Los Angeles,90042,Yes under Community Eligibility Option (CEO),241,141,145,6th Grade,12th Grade
MN,Academia Cesar Chavez Chtr School,270018503138,ACADEMIA CESAR CHAVEZ CHARTER SCH.,2700185,SAINT PAUL,55119,SAINT PAUL,55119,Yes participating without using any Provision or the CEO,511,249,458,Prekindergarten,8th Grade
CA,Academia Moderna,060236112455,Academia Moderna District,0602361,Walnut Park,90255,Walnut Park,90255,Yes under Community Eligibility Option (CEO),444,274,410,Kindergarten,5th Grade
MI,Academic and Career Education Academy,260033004509,Academic and Career Education Academy,2600330,MIDLAND,48640,MIDLAND,48640,Yes under Community Eligibility Option (CEO),131,,116,9th Grade,12th Grade
MN,ACADEMIC ARTS HIGH SCHOOL,270036104105,ACADEMIC ARTS HIGH SCHOOL,2700361,WEST SAINT PAUL,55118,WEST SAINT PAUL,55118,No,103,,,9th Grade,12th Grade
IL,Academic Behavior&Community Acad,170016206156,Adam/Brwn/Cass/Morgn/Pik/Sctt ROE,1700162,Quincy,62301,Quincy,62301,Yes under Community Eligibility Option (CEO),0,,,7th Grade,12th Grade
MN,Academic Excellence Online,271104004777,DULUTH PUBLIC SCHOOL DISTRICT,2711040,DULUTH,55802,DULUTH,55802,No,73,21,28,6th Grade,12th Grade
LA,Academic Recovery Ombudsman,220030002343,Caddo Parish,2200300,Shreveport,71101,Shreveport,71101,Yes participating without using any Provision or the CEO,285,,198,2nd Grade,12th Grade
FL,ACADEMIC SOLUTIONS ACADEMY A,120018008534,BROWARD,1200180,CORAL SPRINGS,33065,CORAL SPRINGS,33065,No,246,3,236,9th Grade,12th Grade
FL,ACADEMIC SOLUTIONS HIGH SCHOOL,120018008260,BROWARD,1200180,CORAL SPRINGS,33065,CORAL SPRINGS,33065,No,239,3,230,9th Grade,12th Grade
FL,ACADEMIE DA VINCI CHARTER SCHOOL,120156003255,PINELLAS,1201560,DUNEDIN,34698,DUNEDIN,34698,Yes participating without using any Provision or the CEO,331,100,118,Kindergarten,8th Grade
AR,ACADEMIES AT RIVERCREST HIGH SCHOOL,050004501204,RIVERCREST SCHOOL DISTRICT,0500045,WILSON,72395,WILSON,72395,Yes under Community Eligibility Option (CEO),346,62,346,9th Grade,12th Grade
CA,Academies of Education and Empowerment at Carson High,062271013040,Los Angeles Unified,0622710,Carson,90745,Carson,90745,,493,193,374,9th Grade,12th Grade
AR,ACADEMIES OF MATH AND SCIENCES SCHOOL,051449905192,ACADEMIES OF MATH AND SCIENCES SCHOOL,0514499,LITTLE ROCK,72204,LITTLE ROCK,72204,,,,,,
CA,Academies of the Antelope Valley,060282013154,Antelope Valley Union High,0602820,Quartz Hill,93536,Quartz Hill,93536,,668,286,389,6th Grade,12th Grade
FL,ACADEMIR CHARTER SCHOOL EAST AT DORAL,120039008693,MIAMI-DADE,1200390,DORAL,33178,DORAL,33178,Yes participating without using any Provision or the CEO,503,101,203,Kindergarten,5th Grade
FL,ACADEMIR CHARTER SCHOOL EAST MIDDLE,120039010629,MIAMI-DADE,1200390,DORAL,33178,DORAL,33178,Yes participating without using any Provision or the CEO,77,14,32,6th Grade,8th Grade
FL,ACADEMIR CHARTER SCHOOL MIDDLE,120039008218,MIAMI-DADE,1200390,MIAMI,33183,MIAMI,33183,Yes participating without using any Provision or the CEO,292,64,228,6th Grade,8th Grade
FL,ACADEMIR CHARTER SCHOOL OF MATH AND SCIENCE,120039008748,MIAMI-DADE,1200390,HOMESTEAD,33030,HOMESTEAD,33030,Yes participating without using any Provision or the CEO,428,234,349,Kindergarten,5th Grade
FL,ACADEMIR CHARTER SCHOOL PREPARATORY,120039008518,MIAMI-DADE,1200390,MIAMI,33177,MIAMI,33177,Yes participating without using any Provision or the CEO,1148,669,939,Kindergarten,8th Grade
FL,ACADEMIR CHARTER SCHOOL WEST,120039007540,MIAMI-DADE,1200390,MIAMI,33185,MIAMI,33185,Yes participating without using any Provision or the CEO,725,245,372,Kindergarten,8th Grade
FL,ACADEMIR MIDDLE SCHOOL OF MATH AND SCIENCE,120039010717,MIAMI-DADE,1200390,HOMESTEAD,33033,HOMESTEAD,33033,Yes participating without using any Provision or the CEO,149,83,114,6th Grade,8th Grade
FL,ACADEMIR PREPARATORY ACADEMY,120039008481,MIAMI-DADE,1200390,MIAMI,33183,MIAMI,33183,Yes participating without using any Provision or the CEO,386,99,312,Kindergarten,5th Grade
FL,ACADEMIR PREPARATORY OF CHAMPIONSGATE,120147010796,OSCEOLA,1201470,MIAMI,33185,MIAMI,33185,No,117,3,3,Kindergarten,5th Grade
CA,Academy (The)- SF @McAteer,063441012526,San Francisco Unified,0634410,San Francisco,94131,San Francisco,94131,,265,125,155,9th Grade,12th Grade
MI,Academy 21,260858008255,Center Line Public Schools,2608580,WARREN,48089,WARREN,48089,Yes under Community Eligibility Option (CEO),174,,140,2nd Grade,12th Grade
CO,Academy 360,080336006592,School District No. 1 in the county of Denver and State of C,0803360,DENVER,80239,DENVER,80239,Yes under Community Eligibility Option (CEO),231,,169,Prekindergarten,5th Grade
AZ,Academy Adventures Mid-town,040061302861,Educational Impact Inc. (81123),0400613,TUCSON,85719,TUCSON,85718,,,,,,
AZ,Academy Adventures Midtown,040081703191,Ed Ahead (90506),0400817,TUCSON,85716,TUCSON,85716,Yes under Community Eligibility Option (CEO),23,20,,Kindergarten,5th Grade
FL,ACADEMY AT THE FARM,120153003913,PASCO,1201530,DADE CITY,33525,DADE CITY,33525,Yes under Community Eligibility Option (CEO),727,125,142,Kindergarten,8th Grade
MA,Academy Avenue,251284002103,Weymouth,2512840,Weymouth,2189,Weymouth,2189,Yes under Community Eligibility Option (CEO),338,137,,Kindergarten,5th Grade
AK,Academy Charter School,020051000311,Matanuska-Susitna Borough School District,0200510,Palmer,99645,Palmer,99645,No,267,45,,Kindergarten,8th Grade
CO,Academy Charter School,080345000492,Douglas County School District No. Re 1,0803450,CASTLE ROCK,80104,CASTLE ROCK,80104,Yes participating without using any Provision or the CEO,582,,63,Prekindergarten,8th Grade
AZ,Academy Del Sol,040079702994,Academy Del Sol Inc. (90199),0400797,TUCSON,85705,TUCSON,85705,Yes under Community Eligibility Option (CEO),163,121,,Kindergarten,8th Grade
AZ,Academy Del Sol - Star Valley,040079703230,Academy Del Sol Inc. (90199),0400797,TUCSON,85757,TUCSON,85757,Yes participating without using any Provision or the CEO,497,217,,Kindergarten,8th Grade
CO,Academy Endeavour Elementary School,080192001643,Academy School District No. 20 in the county of El Paso an,0801920,COLORADO SPRINGS,80920,COLORADO SPRINGS,80920,Yes participating without using any Provision or the CEO,356,,77,Prekindergarten,5th Grade
CA,Academy for Academic Excellence,060191107296,Academy for Academic Excellence District,0601911,Apple Valley,92307,Apple Valley,92307,Yes participating without using any Provision or the CEO,1496,409,594,Kindergarten,12th Grade
AL,Academy For Academics  Arts Elementary School,010180000620,Huntsville City,0101800,Huntsville,35810,Huntsville,35810,Yes under Community Eligibility Option (CEO),395,215,156,Prekindergarten,5th Grade
